Price
11165.0
66990.0
103990.0
6499.0
38990.0
55990.0
4499.0
26990.0
43990.0
21665.0
129990.0
159990.0
9999.0
59990.0
85990.0
9832.0
58990.0
78990.0
10832.0
64990.0
92990.0
10832.0
64990.0
87990.0
13164.0
78980.0
8832.0
52990.0
66990.0
15832.0
94990.0
115990.0
4832.0
28990.0
48990.0
14999.0
89990.0
11165.0
66990.0
89990.0
11165.0
66990.0
83990.0
7832.0
46990.0
76990.0
11165.0
66990.0
95990.0
9999.0
59990.0
79990.0
13332.0
79990.0
122990.0
16499.0
98990.0
11665.0
69990.0
93990.0
9832.0
58990.0
84990.0
4499.0
26990.0
36990.0
8832.0
52990.0
75990.0
3499.0
20990.0
22990.0
29829.0
178970.0
7832.0
46990.0
58990.0
9999.0
59990.0
74990.0
10499.0
62990.0
78990.0
4499.0
26990.0
35990.0
5832.0
34990.0
49990.0
5332.0
31990.0
39990.0
9999.0
59990.0
74990.0
4332.0
25990.0
43990.0
13332.0
79990.0
94990.0
7332.0
43990.0
67990.0
9165.0
54990.0
68990.0
12499.0
74990.0
9999.0
59990.0
79990.0
9165.0
54990.0
64990.0
7999.0
47990.0
68990.0
7832.0
46990.0
49990.0
15832.0
94990.0
112990.0
10832.0
64990.0
77990.0
7165.0
42990.0
66990.0
11499.0
68990.0
92990.0
18332.0
109990.0
129990.0
3665.0
21990.0
26990.0
